meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA/airweave Swimming World Cup 2017,28.46,30/09/2017,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,54,628,Hong Kong,HKG
FINA/MASTBANK Swimming World Cup 2014,28.48,31/08/2014,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,55,55,,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,28.53,28/10/2014,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,56,56,624,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,28.60,21/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,57,57,619,Singapore,SGP
FINA/airweave Swimming World Cup 2016,28.61,04/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,58,618,Dubai,UAE
FINA Swimming World Cup 2013,28.63,13/11/2013,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,59,59,617,Beijing,CHN
FINA/airweave Swimming World Cup 2017,28.71,04/10/2017,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,60,60,612,Doha,QAT
FINA/airweave Swimming World Cup 2016,28.71,08/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,60,61,612,Doha,QAT
FINA/airweave Swimming World Cup 2017,28.78,11/08/2017,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,62,62,607,Eindhoven,NED
FINA/MASTBANK Swimming World Cup 2014,28.84,01/11/2014,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,63,63,604,Singapore,SGP
FINA/airweave Swimming World Cup 2016,28.95,30/09/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,64,64,597,Beijing,CHN
FINA/MASTBANK Swimming World Cup 2014,28.97,31/08/2014,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,65,65,,Dubai,UAE
FINA/airweave Swimming World Cup 2016,29.00,30/08/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,66,66,594,Berlin,GER
FINA/airweave Swimming World Cup 2016,29.04,04/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,67,67,591,Dubai,UAE
FINA/airweave Swimming World Cup 2016,29.23,29/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,68,68,580,Hong Kong,HKG
FINA/airweave Swimming World Cup 2016,29.47,21/10/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,69,566,Singapore,SGP
13th FINA World Swimming Championships (25m) 2016,29.56,10/12/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"CAMPBELL, Kelsie Leigh",F,10/04/1998,,,70,70,561,Windsor,CAN
FINA/MASTBANK Swimming World Cup 2014,29.72,29/09/2014,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,71,71,552,Hong Kong,HKG
FINA/airweave Swimming World Cup 2016,29.94,26/08/2016,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,72,72,539,Paris-Chartres,FRA
7th FINA World Swimming Championships (25m) 2004,31.42,10/10/2004,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,73,73,,Indianapolis,USA
7th FINA World Swimming Championships (25m) 2004,31.48,07/10/2004,Women 50 Butterfly SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,74,74,,Indianapolis,USA
