meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA/airweave Swimming World Cup 2017,01:03.16,07/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,17,17,962,Berlin,GER
FINA/airweave Swimming World Cup 2016,01:03.18,08/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,18,18,961,Doha,QAT
FINA/MASTBANK Swimming World Cup 2014,01:03.23,29/09/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,19,19,959,Hong Kong,HKG
FINA/MASTBANK Swimming World Cup 2014,01:03.26,31/08/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,20,20,,Dubai,UAE
FINA/airweave Swimming World Cup 2016,01:03.32,04/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,21,21,955,Dubai,UAE
FINA Swimming World Cup 2013,01:03.38,20/10/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,22,22,968,Doha,QAT
FINA Swimming World Cup 2013,01:03.41,07/08/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,23,23,966,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,01:03.42,30/09/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,24,24,950,Beijing,CHN
FINA Swimming World Cup 2018,01:03.44,03/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,25,25,949,Beijing,CHN
FINA Swimming World Cup 2013,01:03.48,05/11/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,26,26,963,Singapore,SGP
14th FINA World Swimming Championships (25m) 2018,01:03.51,15/12/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,27,27,946,Hangzhou,CHN
ISL 2020 Season - Match 8,01:03.53,06/11/2020,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,28,28,945,Budapest,HUN
ISL 2020 Season - Final,01:03.56,22/11/2020,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,29,29,944,Budapest,HUN
12th FINA World Swimming Championships (25m) 2014,01:03.59,05/12/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,30,30,943,Doha,QAT
FINA Swimming World Cup 2018,01:03.74,29/09/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,31,31,936,Eindhoven,NED
ISL 2020 Season - Match 5,01:03.75,31/10/2020,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,32,32,936,Budapest,HUN
FINA/airweave Swimming World Cup 2017,01:03.79,18/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,33,33,934,Singapore,SGP
FINA/MASTBANK Swimming World Cup 2014,01:03.79,27/08/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,33,34,949,Doha,QAT
11th FINA World Swimming Championships (25m) 2012,01:03.80,15/12/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,35,35,949,Istanbul,TUR
FINA Swimming World Cup 2013,01:03.81,13/11/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,36,36,948,Beijing,CHN
ISL 2019 Season,01:03.84,27/10/2019,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,37,37,932,Budapest,HUN
FINA Swimming World Cup 2013,01:03.90,07/08/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,38,38,944,Eindhoven,NED
ISL 2019 Season,01:03.94,24/11/2019,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,39,39,927,London,GBR
FINA/airweave Swimming World Cup 2016,01:03.96,25/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,40,40,926,Tokyo,JPN
14th FINA World Swimming Championships (25m) 2018,01:04.07,14/12/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,41,41,922,Hangzhou,CHN
FINA/airweave Swimming World Cup 2017,01:04.09,30/09/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,42,42,921,Hong Kong,HKG
FINA/MASTBANK Swimming World Cup 2014,01:04.09,31/08/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,42,43,,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,01:04.11,24/10/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,44,44,920,Beijing,CHN
FINA/airweave Swimming World Cup 2017,01:04.15,15/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,45,45,918,Tokyo,JPN
FINA Swimming World Cup 2013,01:04.18,09/11/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,46,46,932,Tokyo,JPN
ISL 2020 Season - Match 2,01:04.21,19/10/2020,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,47,47,916,Budapest,HUN
FINA/airweave Swimming World Cup 2017,01:04.21,04/10/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,47,48,916,Doha,QAT
ISL 2019 Season,01:04.23,20/10/2019,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,49,49,915,Lewisville,USA
14th FINA World Swimming Championships (25m) 2018,01:04.34,14/12/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,50,50,910,Hangzhou,CHN
ISL 2020 Season - Match 10,01:04.43,10/11/2020,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,51,51,906,Budapest,HUN
FINA Swimming World Cup 2013,01:04.45,10/08/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,52,52,920,Berlin,GER
FINA Swimming World Cup 2013,01:04.64,12/10/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,53,53,912,Moscow,RUS
Canada Cup 2012,01:04.69,23/11/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,54,910,Toronto,CAN
13th FINA World Swimming Championships (25m) 2016,01:04.72,09/12/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,55,55,894,Windsor,CAN
FINA/airweave Swimming World Cup 2017,01:04.75,15/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,56,56,893,Tokyo,JPN
FINA/airweave Swimming World Cup 2017,01:04.75,11/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,56,57,893,Eindhoven,NED
FINA/MASTBANK Swimming World Cup 2014,01:04.75,28/10/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,56,58,893,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,01:04.79,30/08/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,59,59,891,Berlin,GER
FINA/airweave Swimming World Cup 2016,01:04.89,26/08/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,60,60,887,Paris-Chartres,FRA
FINA/airweave Swimming World Cup 2016,01:04.91,21/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,61,61,886,Singapore,SGP
FINA Swimming World Cup 2013,01:04.97,10/08/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,62,62,898,Berlin,GER
12th FINA World Swimming Championships (25m) 2014,01:04.98,05/12/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,63,63,883,Doha,QAT
11th FINA World Swimming Championships (25m) 2012,01:04.99,14/12/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,64,64,897,Istanbul,TUR
FINA/MASTBANK Swimming World Cup 2014,01:05.06,24/10/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,65,65,880,Beijing,CHN
FINA Swimming World Cup 2018,01:05.14,10/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,66,66,877,Tokyo,JPN
FINA/MASTBANK Swimming World Cup 2014,01:05.16,01/11/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,67,67,876,Singapore,SGP
FINA/MASTBANK Swimming World Cup 2014,01:05.17,02/11/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,68,68,876,Singapore,SGP
11th FINA World Swimming Championships (25m) 2012,01:05.26,14/12/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,69,886,Istanbul,TUR
13th FINA World Swimming Championships (25m) 2016,01:05.27,09/12/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,70,70,872,Windsor,CAN
FINA/airweave Swimming World Cup 2016,01:05.28,29/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,71,71,871,Hong Kong,HKG
FINA Swimming World Cup 2018,01:05.38,05/10/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,72,72,867,Budapest,HUN
FINA Swimming World Cup 2018,01:05.70,03/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,73,73,855,Beijing,CHN
FINA/airweave Swimming World Cup 2017,01:05.71,07/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,74,74,854,Berlin,GER
FINA Swimming World Cup 2018,01:05.74,29/09/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,75,75,853,Eindhoven,NED
FINA Swimming World Cup 2013,01:05.89,05/11/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,76,76,861,Singapore,SGP
FINA Swimming World Cup 2013,01:05.92,12/10/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,77,77,860,Moscow,RUS
FINA Swimming World Cup 2013,01:06.04,17/10/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,78,78,855,Dubai,UAE
10th FINA World Swimming Championships (25m) 2010,01:06.05,17/12/2010,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,79,79,855,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,01:06.11,29/09/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,80,80,839,Hong Kong,HKG
FINA/airweave Swimming World Cup 2017,01:06.20,11/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,81,81,835,Beijing,CHN
FINA/airweave Swimming World Cup 2017,01:06.36,18/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,82,82,829,Singapore,SGP
Canada Cup 2012,01:06.43,23/11/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,83,83,840,Toronto,CAN
FINA Swimming World Cup 2013,01:06.53,13/11/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,84,84,837,Beijing,CHN
FINA/airweave Swimming World Cup 2016,01:06.56,30/09/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,85,85,822,Beijing,CHN
FINA/airweave Swimming World Cup 2016,01:06.74,08/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,86,86,815,Doha,QAT
10th FINA World Swimming Championships (25m) 2010,01:06.77,17/12/2010,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,87,87,828,Dubai,UAE
11th FINA World Swimming Championships (25m) 2012,01:06.90,16/12/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,88,88,823,Istanbul,TUR
11th FINA World Swimming Championships (25m) 2012,01:06.96,16/12/2012,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,89,89,821,Istanbul,TUR
FINA Swimming World Cup 2018,01:07.00,16/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,90,90,806,Singapore,SGP
FINA/airweave Swimming World Cup 2017,01:07.38,06/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,91,91,792,Berlin,GER
12th FINA World Swimming Championships (25m) 2014,01:07.49,07/12/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,92,92,788,Doha,QAT
FINA Swimming World Cup 2018,01:07.55,16/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,93,93,786,Singapore,SGP
FINA/airweave Swimming World Cup 2017,01:07.55,03/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,93,94,786,Moscow,RUS
FINA Swimming World Cup 2018,01:07.64,16/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,95,95,783,Singapore,SGP
FINA Swimming World Cup 2013,01:07.70,20/10/2013,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,96,96,794,Doha,QAT
FINA/airweave Swimming World Cup 2016,01:07.83,04/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,97,97,777,Dubai,UAE
10th FINA World Swimming Championships (25m) 2010,01:07.90,19/12/2010,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,98,98,787,Dubai,UAE
FINA/airweave Swimming World Cup 2017,01:08.09,06/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,99,99,768,Berlin,GER
FINA/airweave Swimming World Cup 2017,01:08.35,03/08/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,100,100,759,Moscow,RUS
FINA/airweave Swimming World Cup 2017,01:08.42,14/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,101,101,757,Tokyo,JPN
ISL 2019 Season,01:08.60,26/10/2019,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,102,102,751,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,01:08.72,02/11/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,103,103,747,Singapore,SGP
13th FINA World Swimming Championships (25m) 2016,01:08.93,11/12/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,104,104,740,Windsor,CAN
FINA Swimming World Cup 2018,01:08.98,02/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,105,105,738,Beijing,CHN
FINA Swimming World Cup 2018,01:08.98,28/09/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,105,106,738,Eindhoven,NED
ISL 2019 Season,01:09.18,23/11/2019,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,107,107,732,London,GBR
FINA/airweave Swimming World Cup 2017,01:09.30,05/10/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,108,108,728,Doha,QAT
FINA/airweave Swimming World Cup 2017,01:09.31,11/11/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,109,109,728,Beijing,CHN
10th FINA World Swimming Championships (25m) 2010,01:09.34,19/12/2010,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,110,110,739,Dubai,UAE
FINA Swimming World Cup 2018,01:09.51,15/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,111,111,722,Singapore,SGP
FINA/MASTBANK Swimming World Cup 2014,01:09.79,30/09/2014,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,112,112,713,Hong Kong,HKG
FINA Swimming World Cup 2018,01:09.85,02/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,113,113,711,Beijing,CHN
FINA/airweave Swimming World Cup 2016,01:09.87,30/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,114,114,710,Hong Kong,HKG
FINA/airweave Swimming World Cup 2017,01:09.89,01/10/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,115,115,710,Hong Kong,HKG
FINA Swimming World Cup 2018,01:11.06,28/09/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,116,116,675,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,01:11.56,01/10/2016,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,117,117,661,Beijing,CHN
FINA Swimming World Cup 2018,01:11.90,15/11/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,118,118,652,Singapore,SGP
FINA Swimming World Cup 2018,01:11.91,04/10/2018,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,119,119,652,Budapest,HUN
7th FINA World Swimming Championships (25m) 2004,01:12.12,09/10/2004,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,120,120,,Indianapolis,USA
FINA/airweave Swimming World Cup 2017,01:13.93,01/10/2017,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,121,121,600,Hong Kong,HKG
7th FINA World Swimming Championships (25m) 2004,01:17.11,11/10/2004,Women 100 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,122,122,,Indianapolis,USA
